symbol,date
SAKL,2008-09-30
WYX.AX,2022-12-31
CE2.DE,2023-08-31
BMS.L,2023-02-28
ABE.WA,2023-06-30
DLRYF,2023-08-31
1717.TW,2023-09-30
STWK.ST,2023-09-30
STNRF,2023-03-31
PNG.V,2023-06-30
027740.KS,2023-06-30
NRILY,2023-09-30
0DYQ.L,2023-06-30
9306.T,2023-06-30
3450.TW,2023-09-30
8100.HK,2022-12-31
000759.SZ,2023-09-30
1171.HK,2023-09-30
603323.SS,2023-09-30
ERT.DE,2023-09-30
UMH-PC,2023-09-30
LB.TO,2023-07-31
WLBMF,2023-06-30
UBFO,2023-06-30
KEQU,2023-07-31
6456.TW,2023-09-30
AMPLI.PA,2023-06-30
000030.SZ,2023-09-30
COSA.CN,2023-07-31
APGB,2023-09-30
ASHXF,2023-01-31
IBGR,2005-06-30
0JQQ.L,2023-09-30
MTFN.JK,2022-09-30
MLC.IR,2022-12-31
603308.SS,2023-09-30
PGXFF,2023-04-30
LBRMF,2023-03-31
002139.SZ,2023-09-30
4043.T,2023-06-30
PBCT,2021-12-31
IBOC,2023-09-30
PATI,2023-06-30
AMG,2023-09-30
OGS,2023-09-30
BAGFS.IS,2022-12-31
0863.HK,2022-12-31
AMP.MI,2023-09-30
EFECTE.HE,2022-12-31
VGFC,2022-09-30
INHC.L,2023-03-31
0IBG.L,2023-09-30
1890.HK,2023-02-28
ROL.L,2022-11-30
CINT.JK,2023-09-30
ODY.AX,2023-06-30
MGLUY,2023-09-30
ARR-PC,2023-09-30
300950.SZ,2023-03-31
ENVX,2023-10-01
CPTA,2021-06-30
2379.T,2023-08-31
ROCK.V,2023-04-30
TRCNF,2019-11-30
6724.T,2023-09-30
0LB2.L,2023-09-30
CARG,2023-09-30
WINS.JK,2023-09-30
2636.TW,2023-09-30
RATO-A.ST,2023-09-30
603933.SS,2023-09-30
AZ,2023-09-30
TBLA.JK,2023-09-30
ONE.TA,2023-06-30
AAGH,2023-09-30
6579.T,2023-06-30
FDCT,2023-09-30
SHM.AX,2023-06-30
